parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,logerror,transactiondate
11348820,1.0,,,5.0,4.0,,9.0,5.0,,,4484.0,4484.0,,,,,6037.0,,5.0,,,,2.0,34474717.0,-118560592.0,8635.0,,,,,,0100,261.0,LCA22*,60379201.071001,,3101.0,,96377.0,0.0,,,,1.0,,,2004.0,,,561844.0,901614.0,2016.0,339770.0,16110.85,,,60379201071001.0,0.0949180517173,2017-08-21
11143748,1.0,,,3.0,4.0,,8.0,3.0,,,1733.0,1733.0,,,,,6037.0,,3.0,,,,2.0,34414453.0,-118482105.0,523923.0,,,,,,010C,266.0,SCUR2,60379200.30200601,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,1985.0,,,151389.0,218576.0,2016.0,67187.0,3191.3,,,60379200302009.0,-0.023051698947400005,2017-02-06
10911449,1.0,,,2.0,1.0,,8.0,2.0,,,830.0,830.0,,,,,6037.0,,2.0,,,,2.0,34147400.0,-118392000.0,5244.0,,,,,,010C,266.0,LAR3,60371436.02300601,12447.0,3101.0,47880.0,96449.0,0.0,,,,1.0,,,1992.0,,,108882.0,309524.0,2016.0,200642.0,3789.97,,,60371436023006.0,-0.13184171103,2017-05-08
12735509,1.0,,,3.0,4.0,,8.0,3.0,,,1706.0,1706.0,,,,,6037.0,,3.0,,,,2.0,33909076.0,-117983410.0,6002.0,,,,,,010D,269.0,LMR110000-,60375037.033003,5465.0,3101.0,,96190.0,0.0,,,,1.0,,,1990.0,,,244456.0,461714.0,2016.0,217258.0,5788.95,,,60375037033003.0,0.026145258199900004,2017-08-15
11962417,1.0,,,3.0,3.0,,8.0,3.0,,,2278.0,2278.0,,,,,6037.0,,3.0,,,,2.0,34112835.0,-118226400.0,4992.0,,,,,,0100,261.0,LAR1,60371863.023009,12447.0,3101.0,273825.0,96046.0,0.0,,,,,,,2011.0,,,237324.0,311145.0,2016.0,73821.0,3875.04,,,60371863023009.0,-0.0390436461815,2017-04-04
12580086,1.0,,,3.0,3.0,,8.0,3.0,,,1389.0,1389.0,,,,,6037.0,,3.0,,,,2.0,33816271.0,-118264410.0,20582.0,,,,,,010C,266.0,CASP-9*,60375437.021000005,10723.0,3101.0,,96229.0,0.0,,,,1.0,,,2004.0,,,193980.0,387088.0,2016.0,193108.0,5089.17,,,60375437021000.0,0.0311610857497,2017-03-17
14386829,1.0,,,2.5,4.0,,,2.5,,,1662.0,1662.0,,,,,6059.0,1.0,2.0,2.0,472.0,,6.0,33588833.0,-117733962.0,4100.0,,,,,,122,261.0,,60590626.342004,37086.0,1286.0,,96974.0,8.0,,1.0,,,,,1992.0,,,172107.0,638584.0,2016.0,466477.0,6432.0,,,60590626342004.0,-0.0184745108549,2017-04-24
12110171,1.0,,,2.0,2.0,,8.0,2.0,,,1263.0,1263.0,,,,,6037.0,,2.0,,,,2.0,34140800.0,-118140000.0,36778.0,,,,,,010C,266.0,PSR4,60374636.01101,47019.0,3101.0,275405.0,96289.0,0.0,,,,1.0,,,1987.0,,,126705.0,462392.0,2016.0,335687.0,5406.09,,,60374636011010.0,-0.080165040954,2017-05-23
12028075,1.0,,,3.0,2.0,,7.0,3.0,,,1440.0,1440.0,,,,,6037.0,,3.0,,,,2.0,34106900.0,-118333000.0,29439.0,1.0,,,,1.0,010E,266.0,LARD3,60371896.001023,12447.0,3101.0,274049.0,96049.0,0.0,,,,1.0,,,1979.0,,,181471.0,269576.0,2016.0,88105.0,3341.45,,,60371896001023.0,-0.142488111982,2017-03-29
10899103,1.0,,,2.0,2.0,,8.0,2.0,,,1116.0,1116.0,,,,,6037.0,,2.0,,,,2.0,34163900.0,-118376000.0,21791.0,1.0,,,,1.0,010C,266.0,LAR4,60371254.01100001,12447.0,3101.0,46795.0,96446.0,0.0,,,,1.0,,,1991.0,,,136073.0,201636.0,2016.0,65563.0,2411.38,,,60371254011000.0,0.0796551671592,2017-06-20
14145106,13.0,,,3.0,4.0,,,3.0,,,2444.0,2444.0,,,,,6059.0,1.0,3.0,2.0,600.0,,,33905101.0,-117940692.0,4586.0,,,,,,122,261.0,,60590017.053008,24812.0,1286.0,,97043.0,8.0,,,,,,,1965.0,2.0,,163770.0,768213.0,2016.0,604443.0,8592.24,,,60590017053008.0,-0.0285081813077,2017-02-27
10941730,1.0,,,1.0,2.0,,4.0,1.0,,,1390.0,1390.0,,,,,6037.0,,1.0,,,,2.0,34179745.0,-118331047.0,5552.0,,,,,,0100,261.0,BUR1YY,60373109.002029,396054.0,3101.0,,96438.0,0.0,,,,1.0,,,1939.0,,,28767.0,66852.0,2016.0,38085.0,767.1,,,60373109002029.0,-0.02635492922,2017-03-28
12080120,1.0,,,3.0,3.0,,8.0,3.0,,,1740.0,1740.0,,,,,6037.0,,3.0,,,,2.0,34152976.0,-118202321.0,7993.0,,,,,,0100,261.0,GLR1YY,60373009.022,45457.0,3101.0,273834.0,96325.0,0.0,,,,1.0,,,1951.0,,,58999.0,96661.0,2016.0,37662.0,1104.05,,,60373009022000.0,0.033515831038900004,2017-06-07
11249205,1.0,,,2.0,3.0,,6.0,2.0,,,1800.0,1800.0,,,,,6037.0,,2.0,,,,2.0,34628118.0,-117811282.0,30166.0,,,,,,0100,261.0,LCRA30000*,60379001.033023,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1989.0,,,125891.0,157363.0,2016.0,31472.0,2025.24,,,60379001033023.0,-0.0998986099286,2017-02-10
11637788,1.0,,,2.0,2.0,,9.0,2.0,,,1865.0,1865.0,,,,,6037.0,,2.0,,,,2.0,34079300.0,-118391000.0,14997.0,,,,,,010C,266.0,BHR4*,60377008.01100501,10389.0,3101.0,,96086.0,0.0,,,,1.0,,,1978.0,,,252595.0,326194.0,2016.0,73599.0,3915.34,,,60377008011005.0,-0.0503304205684,2017-01-04
11787430,1.0,,,2.0,2.0,,7.0,2.0,,,1040.0,1040.0,,,,,6037.0,,2.0,,,,2.0,34050700.0,-118247000.0,28817.0,,,,,,010G,261.0,LAC4,60372073.012001,12447.0,3101.0,268118.0,95993.0,0.0,,,,,,,1899.0,,,110400.0,138000.0,2016.0,27600.0,2684.42,,,60372073012001.0,-0.10875273707999998,2017-07-28
12858541,1.0,,,2.0,3.0,,8.0,2.0,,,1038.0,1038.0,,,,,6037.0,,2.0,,,,2.0,33983802.0,-117828469.0,106509.0,,,,,,010C,266.0,LCR3800015,60374033.221021,24384.0,3101.0,,96505.0,0.0,,,,1.0,,,1972.0,,,133505.0,348230.0,2016.0,214725.0,4130.57,,,60374033221021.0,0.0336902531953,2017-03-03
11007597,1.0,,,2.0,3.0,,6.0,2.0,,,1554.0,1554.0,,,,,6037.0,,2.0,,,,2.0,34326821.0,-118423872.0,8352.0,,,,,,0100,261.0,LARS,60371060.202001,12447.0,3101.0,34213.0,96368.0,0.0,,,,1.0,,,1967.0,,,144365.0,353572.0,2016.0,209207.0,4444.5,,,60371060202001.0,-0.0181043301381,2017-04-11
12097203,1.0,,,3.0,2.0,,7.0,3.0,,,2288.0,2288.0,,,,,6037.0,,3.0,,,,2.0,34139939.0,-118157750.0,60638.0,1.0,,,,1.0,010C,266.0,PSR1,60374637.002029,47019.0,3101.0,275411.0,96293.0,0.0,,,,1.0,,,1974.0,,,214139.0,742510.0,2016.0,528371.0,8614.4,,,60374637002029.0,0.0668210544207,2017-06-01
10923412,1.0,,,3.0,5.0,,6.0,3.0,,,2144.0,2144.0,,,,,6037.0,,3.0,,,,2.0,34223708.0,-118368387.0,6283.0,,,,,,0100,261.0,LAR1,60371211.011003,12447.0,3101.0,41131.0,96375.0,0.0,,,,1.0,,,1984.0,,,201305.0,316589.0,2016.0,115284.0,3863.37,,,60371211011003.0,0.0787516251717,2017-07-31
11782783,1.0,,,3.0,3.0,,,3.0,,,1820.0,1820.0,,,,,6037.0,,3.0,,,,2.0,34053100.0,-118266000.0,71332.0,1.0,,,,1.0,010C,266.0,LACW,60372091.022007,12447.0,3101.0,276023.0,95998.0,0.0,,,,1.0,,,2006.0,,,571105.0,853937.0,2016.0,282832.0,10296.58,,,60372091022007.0,0.0290645492171,2017-01-02
10720885,1.0,,,2.0,2.0,,8.0,2.0,,,958.0,958.0,,,,,6037.0,,2.0,,,,2.0,34198400.0,-118607000.0,131100.0,1.0,,,,1.0,010C,266.0,LARD2,60371343.032011,12447.0,3101.0,30731.0,96338.0,0.0,,,,1.0,,,1982.0,,,89000.0,288000.0,2016.0,199000.0,3541.43,,,60371343032011.0,0.00313307926633,2017-08-18
10817256,1.0,,,3.0,3.0,,11.0,3.0,,,2781.0,2781.0,,,,,6037.0,,3.0,,,,2.0,34150074.0,-118521784.0,20690.0,1.0,,,,1.0,0101,261.0,LARA,60371397.031001,12447.0,3101.0,51906.0,96349.0,0.0,,,,1.0,,,1959.0,,,635403.0,1605077.0,2016.0,969674.0,19484.93,,,60371397031001.0,0.224613955094,2017-08-17
11080055,1.0,,,3.0,5.0,,8.0,3.0,,,2458.0,2458.0,,,,,6037.0,,3.0,,,,2.0,34262947.0,-118553840.0,11299.0,1.0,,,,1.0,0101,261.0,LARE11,60371112.04301701,12447.0,3101.0,33183.0,96356.0,0.0,,,,1.0,,,1964.0,,,298615.0,458306.0,2016.0,159691.0,5798.94,,,60371112043017.0,0.0417689020404,2017-01-31
11673537,1.0,,,2.0,3.0,,8.0,2.0,,,1941.0,1941.0,,,,,6037.0,,2.0,,,,2.0,34111119.0,-118631243.0,38005.0,,,,,,0100,261.0,LCR11L,60378001.023,56780.0,3101.0,,96126.0,0.0,,,,1.0,,,1984.0,,,195943.0,308476.0,2016.0,112533.0,3843.08,,,60378001023000.0,0.126671765134,2017-05-24
10845153,1.0,,,2.0,1.0,,8.0,2.0,,,1046.0,1046.0,,,,,6037.0,,2.0,,,,2.0,34169200.0,-118446000.0,56741.0,1.0,,,,1.0,010C,266.0,LAR3,60371285.002022,12447.0,3101.0,27080.0,96410.0,0.0,,,,1.0,,,1989.0,,,157300.0,370000.0,2016.0,212700.0,4874.97,Y,15.0,60371285002022.0,0.0293901078642,2017-07-21
11657124,1.0,,,2.0,2.0,,9.0,2.0,,,1273.0,1273.0,,,,,6037.0,,2.0,,,,2.0,34062637.0,-118468515.0,188845.0,,,,,,010E,266.0,LAR3,60372641.02100501,12447.0,3101.0,113910.0,96030.0,0.0,,,,1.0,,,1959.0,,,165316.0,682940.0,2016.0,517624.0,8258.74,,,60372641021005.0,-0.0511933229874,2017-06-21
12400823,1.0,,,2.0,2.0,,8.0,2.0,,,1412.0,1412.0,,,,,6037.0,,2.0,,,,2.0,33946600.0,-118114000.0,49019.0,1.0,,,,1.0,010C,266.0,DOR110000*,60375505.00601,4406.0,3101.0,,96100.0,0.0,,,,1.0,,,1962.0,,,39948.0,63123.0,2016.0,23175.0,1012.8,,,60375505006010.0,-0.00662932190651,2017-05-23
11089670,1.0,,,5.0,5.0,,7.0,5.0,,,4021.0,4021.0,,,,,6037.0,,5.0,,,,2.0,34244543.0,-118557166.0,21871.0,1.0,,,,1.0,0101,261.0,LARA,60371133.01201601,12447.0,3101.0,33183.0,96354.0,0.0,,,,1.0,,,1977.0,,,314254.0,470562.0,2016.0,156308.0,5953.55,,,60371133012016.0,0.111332308731,2017-05-12
12525811,1.0,,,1.0,1.0,,8.0,1.0,,,825.0,825.0,,,,,6037.0,,1.0,,,,2.0,33759602.0,-118115692.0,978900.0,1.0,,,,1.0,010C,266.0,LBPD1,60375776.041024,46298.0,3101.0,343505.0,96237.0,0.0,,,,1.0,,,1974.0,,,44709.0,99981.0,2016.0,55272.0,1347.26,,,60375776041024.0,0.0400547203183,2017-08-14
14210332,13.0,,,1.5,3.0,,,1.5,,,1324.0,1324.0,,,,,6059.0,,1.0,,,,,33842500.0,-117853000.0,1116.0,,,,,,122,261.0,,60590762.01500201,33252.0,1286.0,,97063.0,6.0,,1.0,,,,,1971.0,2.0,,33417.0,48719.0,2016.0,15302.0,776.88,,,60590762015002.0,-0.0748442672054,2017-06-16
11610587,1.0,,,5.0,4.0,,9.0,5.0,,,3337.0,3337.0,,,,,6037.0,,5.0,,,,2.0,34036491.0,-118415509.0,6248.0,,,,,,0100,261.0,LAR1,60372693.00300501,12447.0,3101.0,403142.0,96045.0,0.0,,,,1.0,,,1996.0,,,587060.0,979715.0,2016.0,392655.0,11872.05,,,60372693003005.0,0.0517143503879,2017-05-26
14488242,13.0,,,2.0,2.0,,,2.0,,,1503.0,1503.0,,,,,6059.0,,2.0,2.0,452.0,,,33612345.0,-117643890.0,3478.0,,,,,,122,261.0,,60590320.371024,12773.0,1286.0,,96996.0,6.0,,,,,,,1976.0,1.0,,139513.0,237509.0,2016.0,97996.0,2351.3,,,60590320371024.0,-0.0008295821990369999,2017-02-26
13045344,1.0,,,2.0,3.0,,8.0,2.0,,,1244.0,1244.0,,,,,6037.0,,2.0,,,,2.0,34120946.0,-117796809.0,7423.0,,,,,,0101,261.0,SDSF7500*,60374004.032009,33836.0,3101.0,,96513.0,0.0,,,,1.0,,,1977.0,,,191000.0,420000.0,2016.0,229000.0,5168.7,,,60374004032009.0,0.238601496886,2017-07-07
14503527,13.0,,,2.0,4.0,,,2.0,,,1650.0,1650.0,,,,,6059.0,1.0,2.0,2.0,440.0,,,33648917.0,-117649873.0,7000.0,,,,,,122,261.0,,60590320.31200401,12773.0,1286.0,,96995.0,7.0,,,,,,,1977.0,2.0,,123304.0,571000.0,2016.0,447696.0,5830.06,,,60590320312004.0,0.0832440523064,2017-06-30
11683111,1.0,,,2.0,2.0,,,2.0,,,1130.0,1130.0,,,,,6037.0,,2.0,,,,2.0,34036200.0,-118696000.0,166825.0,,,,,,010C,266.0,LCC2*,60378005.04102901,12520.0,3101.0,,96116.0,0.0,,,,1.0,,,1972.0,,,152172.0,364582.0,2016.0,212410.0,6917.59,Y,15.0,60378005041029.0,0.0979991993982,2017-05-31
11093928,1.0,,,2.0,3.0,,8.0,2.0,,,1969.0,1969.0,,,,,6037.0,,2.0,,,,2.0,34232153.0,-118528749.0,11025.0,1.0,,,,1.0,0101,261.0,LAR1,60371152.022017,12447.0,3101.0,33183.0,96355.0,0.0,,,,1.0,,,1954.0,,,216682.0,569358.0,2016.0,352676.0,6993.67,,,60371152022017.0,-0.00525991051658,2017-03-22
13000833,1.0,,,2.0,3.0,,6.0,2.0,,,1024.0,1024.0,,,,,6037.0,,2.0,,,,2.0,34086151.0,-118035433.0,5439.0,,,,,,0100,261.0,EMR1YY,60374323.001002,51861.0,3101.0,,96478.0,0.0,,,,1.0,,,1954.0,,,92692.0,293863.0,2016.0,201171.0,4482.37,,,60374323001002.0,0.0009795775275739998,2017-04-11
10862491,1.0,,,4.0,4.0,,7.0,4.0,,,2905.0,2905.0,,,,,6037.0,,4.0,,,,2.0,34145505.0,-118451096.0,,,,,,,0100,261.0,LAR1,60371416.00100301,12447.0,3101.0,27080.0,96412.0,0.0,,,,1.0,,,1935.0,,,249446.0,1228451.0,2016.0,979005.0,14831.65,,,60371416001003.0,0.00871009714657,2017-05-19
11105591,1.0,,,2.0,2.0,,8.0,2.0,,,795.0,795.0,,,,,6037.0,,2.0,,,,2.0,34421000.0,-118455000.0,312806.0,1.0,,,,1.0,010C,266.0,SCUR3,60379200.355011,54311.0,3101.0,37739.0,96374.0,0.0,,,,1.0,,,1987.0,,,117761.0,147200.0,2016.0,29439.0,2164.25,,,60379200355011.0,-0.162488372287,2017-05-11
11090806,1.0,,,2.0,3.0,,8.0,2.0,,,1768.0,1768.0,,,,,6037.0,,2.0,,,,2.0,34237149.0,-118544816.0,7507.0,1.0,,,,1.0,0101,261.0,LARS,60371152.02100699,12447.0,3101.0,33183.0,96354.0,0.0,,,,1.0,,,1978.0,,,156000.0,588000.0,2016.0,432000.0,7162.98,,,60371152021007.0,-0.0649245913552,2017-04-19
11683115,1.0,,,2.0,2.0,,,2.0,,,1130.0,1130.0,,,,,6037.0,,2.0,,,,2.0,34036200.0,-118696000.0,166825.0,,,,,,010C,266.0,LCC2*,60378005.04102901,12520.0,3101.0,,96116.0,0.0,,,,1.0,,,1972.0,,,97367.0,324572.0,2016.0,227205.0,6464.51,,,60378005041029.0,0.0628875408746,2017-07-07
11328673,1.0,,,3.0,3.0,,9.0,3.0,,,3210.0,3210.0,,,,,6037.0,,3.0,,,,2.0,34517672.0,-118301165.0,87195.0,1.0,,,,1.0,0101,261.0,LCA21-A110,60379108.13105,,3101.0,,96403.0,0.0,,,,1.0,,,1999.0,,,514915.0,691754.0,2016.0,176839.0,12847.53,,,60379108131050.0,-0.0121855113516,2017-03-08
10726598,1.0,,,2.0,3.0,,8.0,2.0,,,2046.0,2046.0,,,,,6037.0,,2.0,,,,2.0,34177510.0,-118662635.0,11223.0,,,,,,0100,261.0,LARE11,60371373.02200501,12447.0,3101.0,48570.0,96389.0,0.0,,,,1.0,,,1966.0,,,193434.0,383840.0,2016.0,190406.0,4784.65,,,60371373022005.0,-0.039458978180400006,2017-05-15
10965264,1.0,,,3.0,3.0,,6.0,3.0,,,1355.0,1355.0,,,,,6037.0,,3.0,,,,2.0,34316500.0,-118444000.0,117496.0,1.0,,,,1.0,010C,266.0,LARD3,60371064.05100001,12447.0,3101.0,34213.0,96368.0,0.0,,,,1.0,,,1986.0,,,170641.0,227006.0,2016.0,56365.0,2772.74,,,60371064051000.0,-0.0191417850333,2017-05-26
10911161,1.0,,,2.0,3.0,,8.0,2.0,,,2339.0,2339.0,,,,,6037.0,,2.0,,,,2.0,34144150.0,-118383887.0,15754.0,,,,,,0100,261.0,LARE11,60371436.022014,12447.0,3101.0,47880.0,96449.0,0.0,,,,1.0,,,1937.0,,,100072.0,166324.0,2016.0,66252.0,13543.43,,,60371436022014.0,0.485436035928,2017-03-31
10933443,1.0,,,3.0,3.0,,7.0,3.0,,,4407.0,4407.0,,,,,6037.0,,3.0,,,,2.0,34144429.0,-118358650.0,19911.0,1.0,,,,1.0,0101,261.0,LAR1,60371431.00101,12447.0,3101.0,27431.0,96447.0,0.0,,,,1.0,,,1950.0,,,400081.0,897897.0,2016.0,497816.0,10965.05,,,60371431001010.0,0.011320361307700002,2017-06-30
12602567,1.0,,,3.0,3.0,,7.0,3.0,,,1721.0,1721.0,,,,,6037.0,,3.0,,,,2.0,33825300.0,-118339000.0,149013.0,,,,,,010C,266.0,TOPR-MD,60376508.00303101,54722.0,3101.0,416344.0,96161.0,0.0,,,,1.0,,,1987.0,,,200317.0,368710.0,2016.0,168393.0,4266.78,,,60376508003031.0,-0.0147740176231,2017-05-30
11008591,1.0,,,3.0,3.0,,8.0,3.0,,,2050.0,2050.0,,,,,6037.0,,3.0,,,,2.0,34328360.0,-118439073.0,382449.0,,,,,,01DC,266.0,LARD6,60371060.10101701,12447.0,3101.0,34213.0,96368.0,0.0,,,,1.0,,,2007.0,,,256400.0,427000.0,2016.0,170600.0,5289.86,,,60371060101017.0,0.030815822889400005,2017-05-24
11028438,1.0,,,3.0,3.0,,8.0,3.0,,,1812.0,1812.0,,,,,6037.0,,3.0,,,,2.0,34236629.0,-118397999.0,10260.0,1.0,,,,1.0,0104,261.0,LARS,60371212.10100301,12447.0,3101.0,41131.0,96375.0,0.0,,,,1.0,,,1964.0,,,117138.0,145905.0,2016.0,28767.0,1933.38,,,60371212101003.0,-0.05752866542910001,2017-07-27
14016301,13.0,,,2.0,4.0,,,2.0,,,1194.0,1194.0,,,,,6059.0,,2.0,2.0,400.0,,,33844136.0,-118006726.0,898.0,,,,,,122,261.0,,60591103.031,10608.0,1286.0,,96180.0,7.0,,,,,,,1964.0,2.0,,80417.0,205902.0,2016.0,125485.0,2613.9,,,60591103031000.0,-0.0281024892105,2017-05-11
11153654,1.0,,,3.0,5.0,,7.0,3.0,,,2744.0,2744.0,,,,,6037.0,,3.0,,,,2.0,34396196.0,-118482245.0,5002.0,,,,,,0100,261.0,SCUR2,60379200.421005,54311.0,3101.0,26134.0,96352.0,0.0,,,,1.0,,,2005.0,,,303459.0,468870.0,2016.0,165411.0,6283.2,,,60379200421005.0,0.034893944438300004,2017-02-23
12240711,1.0,,,2.0,3.0,,6.0,2.0,,,1352.0,1352.0,,,,,6037.0,,2.0,,,,2.0,33920470.0,-118265236.0,15006.0,,,,,,0100,261.0,LCR1*,60375409.011003,118994.0,3101.0,,96042.0,0.0,,,,1.0,,,1964.0,,,36838.0,53171.0,2016.0,16333.0,1287.49,,,60375409011003.0,-0.0595280606023,2017-03-28
11260691,1.0,,,4.0,5.0,,7.0,4.0,,,2997.0,2997.0,,,,,6037.0,,4.0,,,,2.0,34637932.0,-118230076.0,12233.0,1.0,,,,1.0,0101,261.0,PDR110000D,60379103.01101,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,1987.0,,,257977.0,322470.0,2016.0,64493.0,4869.06,,,60379103011010.0,0.0028199130373600004,2017-01-23
10814820,1.0,,,5.0,5.0,,9.0,5.0,,,5088.0,5088.0,,,,,6037.0,,5.0,,,,2.0,34146650.0,-118562398.0,19699.0,1.0,,,,1.0,0101,261.0,LARA,60371398.021012,12447.0,3101.0,47950.0,96379.0,0.0,,,,1.0,,,1988.0,,,978651.0,1602738.0,2016.0,624087.0,19536.78,,,60371398021012.0,-0.00566803299286,2017-07-11
11154520,1.0,,,3.0,4.0,,8.0,3.0,,,2385.0,2385.0,,,,,6037.0,,3.0,,,,2.0,34421407.0,-118438078.0,7379.0,1.0,,,,1.0,0101,261.0,SCUR2,60379200.391005,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,1983.0,,,380985.0,545198.0,2016.0,164213.0,7119.06,,,60379200391005.0,0.00649215192466,2017-06-14
14678114,1.0,,,2.0,2.0,,,2.0,,,851.0,851.0,,,,,6059.0,,2.0,1.0,0.0,,24.0,33904500.0,-117882000.0,,,,,,,34,266.0,,60590117.07101999,24812.0,1286.0,,97043.0,5.0,,,,,,,1977.0,1.0,,75497.0,268000.0,2016.0,192503.0,3245.52,,,60590117071020.0,0.014510477072299997,2017-08-15
10863538,1.0,,,4.0,2.0,,7.0,4.0,,,2691.0,2691.0,,,,,6037.0,,4.0,,,,2.0,34149200.0,-118452000.0,13608.0,1.0,,,,1.0,010C,266.0,LARD1.5,60371413.041004,12447.0,3101.0,27080.0,96412.0,0.0,,,,1.0,,,1989.0,,,203000.0,705000.0,2016.0,502000.0,8568.99,,,60371413041004.0,0.0162692123146,2017-06-22
14428560,1.0,,,2.0,2.0,,,2.0,,,1339.0,1339.0,,,,,6059.0,1.0,2.0,2.0,481.0,,6.0,33476406.0,-117708873.0,3800.0,,,,,,122,261.0,,60590423.234006,17686.0,1286.0,,96961.0,4.0,,,,,,,1972.0,1.0,,120185.0,1091393.0,2016.0,971208.0,12096.88,,,60590423234006.0,0.0236459373815,2017-07-06
13043407,1.0,,,3.0,4.0,,7.0,3.0,,,2558.0,2558.0,,,,,6037.0,,3.0,,,,2.0,34136666.0,-117835938.0,16152.0,1.0,,,,1.0,0101,261.0,GDE6,60374004.04301,11626.0,3101.0,,96486.0,0.0,,,,1.0,,,1964.0,,,277685.0,637418.0,2016.0,359733.0,7405.58,,,60374004043010.0,0.0141700075376,2017-08-18
10913292,1.0,,,3.0,3.0,,7.0,3.0,,,1600.0,1600.0,,,,,6037.0,,3.0,,,,2.0,34150000.0,-118420000.0,,,,,,,010C,266.0,LAR3,60371435.004012,12447.0,3101.0,27080.0,96424.0,0.0,,,,1.0,,,2008.0,,,207175.0,517939.0,2016.0,310764.0,6325.14,,,60371435004012.0,0.0353825753881,2017-08-11
11101900,1.0,,,5.0,4.0,,9.0,5.0,,,4478.0,4478.0,,,,,6037.0,,5.0,,,,2.0,34228111.0,-118523630.0,44500.0,1.0,,,,1.0,0101,261.0,LARA,60371154.01100601,12447.0,3101.0,33183.0,96355.0,0.0,,,,1.0,,,1940.0,,,467918.0,779862.0,2016.0,311944.0,9837.03,,,60371154011006.0,0.0177505736453,2017-06-28
14733465,1.0,,,2.5,3.0,,,2.5,,,1472.0,1472.0,,,,,6059.0,,2.0,2.0,0.0,,13.0,33560230.0,-117659614.0,,,,,,,34,266.0,,60590320.222014,12773.0,1286.0,,96995.0,6.0,,1.0,,,,,1987.0,,,133012.0,478000.0,2016.0,344988.0,4780.96,,,60590320222014.0,-0.0324022547028,2017-05-22
11045820,1.0,,,2.0,2.0,,6.0,2.0,,,948.0,948.0,,,,,6037.0,,2.0,,,,2.0,34226400.0,-118464000.0,223118.0,1.0,,,,1.0,010C,266.0,LARD3,60371175.30100001,12447.0,3101.0,13017.0,96369.0,0.0,,,,1.0,,,1973.0,,,84882.0,106101.0,2016.0,21219.0,1392.08,,,60371175301000.0,0.0949637264062,2017-09-01
11700593,1.0,,,3.0,3.0,,7.0,3.0,,,2340.0,2340.0,,,,,6037.0,,3.0,,,,2.0,34000813.0,-118336514.0,6864.0,,,,,,0100,261.0,LCR1*,60377032.002002,396550.0,3101.0,,96024.0,0.0,,,,1.0,,,1951.0,,,179000.0,895000.0,2016.0,716000.0,11177.75,,,60377032002002.0,0.0504621911393,2017-07-11
11289902,1.0,,,2.0,3.0,,6.0,2.0,,,1458.0,1458.0,,,,,6037.0,,2.0,,,,2.0,34687225.0,-118113405.0,8326.0,,,,,,0100,261.0,LRR7000*,60379005.013000004,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1970.0,,,48765.0,56194.0,2016.0,7429.0,1380.2,Y,15.0,60379005013000.0,-0.247047699488,2017-06-16
11756129,1.0,,,3.0,3.0,,9.0,3.0,,,1959.0,1959.0,,,,,6037.0,,3.0,,,,2.0,34058376.0,-118332648.0,6993.0,,,,,,0100,261.0,LAR1,60372161.001008,12447.0,3101.0,274514.0,96000.0,0.0,,,,1.0,,,1923.0,,,538840.0,1277406.0,2016.0,738566.0,15451.7,Y,15.0,60372161001008.0,-0.0113280273975,2017-07-14
11217085,1.0,,,4.0,5.0,,7.0,4.0,,,3283.0,3283.0,,,,,6037.0,,4.0,,,,2.0,34569602.0,-118005303.0,9696.0,,,,,,0100,261.0,PDR1-7000,60379107.052022,40227.0,3101.0,,97330.0,0.0,,,,1.0,,,2007.0,,,241600.0,302000.0,2016.0,60400.0,6230.14,,,60379107052022.0,-0.0331925067887,2017-09-05
11839819,1.0,,,2.0,3.0,,6.0,2.0,,,1228.0,1228.0,,,,,6037.0,,2.0,,,,2.0,34060570.0,-118152784.0,13570.0,,,,,,010C,266.0,MPR3*,60374820.011003,6021.0,3101.0,,96496.0,0.0,,,,1.0,,,1966.0,,,82449.0,131987.0,2016.0,49538.0,1787.23,,,60374820011003.0,-0.05767130306540001,2017-04-28
